Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
0.0,-1.4371427474889944,-4.010647713484541,-0.5351656301861943,2.8645052804576476,-0.3002837567862049,-0.3097984176559021,-0.8117186443730925,-1.3684867201446596
0.0,-0.6492181821062408,-2.932494174639282,-0.5645227617165866,2.62047891027907,4.695939303317725,0.011457336528748452,0.960501201263329,1.0111610948099383
0.0,-0.19102762365986198,-1.831520598744658,-0.8185829969553824,2.5988919810892526,4.459837977761109,-0.3007265201387335,-0.6371157039163022,-1.3137825915838905
1.0,-0.5405705292037496,0.2941519364582872,-0.70902010175999,-0.5205792661803117,-0.4294165137726856,-0.30798287001294317,0.02597510265461381,1.0668492416725996
4.0,-0.0743820623857633,0.283094119560797,-0.7268244753548969,-0.5384050332036706,-0.29805946267032146,-0.2898861554013902,-1.0081469523869817,-0.8364243797991121
6.0,0.4568977897431903,0.4767697935711497,-0.6577016131629058,-0.5383367662586028,-0.30062363288043636,-0.3085088207637199,1.3795482583596257,-0.6529231890572922
0.0,-0.47082778330962544,-0.25832006205343977,-0.6608435614443599,0.8310865377441734,-0.3005615876483715,-0.2158739090424094,-0.06952275934686455,1.6662986131366428
6.0,0.6816196950503833,0.20794221031147977,-0.5655377969069176,-0.5381851701283709,-0.30062363288043636,-0.3142440416643978,1.541055978282157,-0.17873570291194515
1.0,2.410923752402907,0.5737080141216815,-0.06797289646729464,-0.5384193592595407,0.6331385683738683,-0.31153001007162984,-0.7811631297931544,0.15324291604877738
5.0,0.15386749298050206,0.17861965309430303,-0.7257771592610788,-0.16740117305341534,-0.12475703576600593,-0.2678431073557754,0.6593111289753659,-0.5377930477358601
1.0,0.08185764393501449,0.3922715540012245,-0.6838845155083569,-0.5381793958581745,-0.30062363288043636,-0.3080952763659129,0.37558135073308146,1.5690994719830311
3.0,1.2577815427957069,0.5393606034404996,-0.38225748048875957,-0.5384192285594633,-0.30061138855587843,-0.10195922927058036,1.0172471569117858,-0.9007864657673456
2.0,-0.8184864113834909,0.05326512909821042,-0.6419918717556351,-0.514507757902334,-0.30062363288043636,-0.2947587923528139,-1.0256072464326609,1.285046188836706
0.0,-1.410303378200514,-2.5492368615191534,-0.6387260958502373,4.007400234297652,1.936575659358081,-0.3076978962292262,-1.366082980323402,0.42946049790225366
1.0,-1.438261549855669,-4.965096291088775,-0.61790360159782,3.7903240391540076,4.723392945824308,0.03296611101584502,-1.309337024674945,0.43244899793022346
2.0,-1.423857054114935,-3.3826132704994873,-0.6273294464421825,3.8979770342460354,4.860661158357225,-0.2998866181972587,-1.7233494458673855,0.4870437911241162
0.0,-1.4217372092964082,-2.085827917562945,-0.6524650326938155,3.8844238978249903,-0.24406912931687472,-0.3118729041444168,-0.9033851881129075,-1.584059618503719
1.0,-1.4368570036874695,-2.1115316089998566,-0.5770781717401042,4.035034320545125,0.26492140275517967,-0.305208191605094,-1.2831465836064264,-0.5738372736829626
0.0,-1.2801431766896416,-1.2437476901342344,-0.3426744239259925,1.2284621483865301,2.96086909690166,-0.12392386979054006,-1.108543643149636,0.8603147336420346
5.0,-1.3044309793781117,-1.4186692716827698,-0.5927680153461868,2.3576702916114263,-0.29919055274159273,-0.2998866181972587,0.22716885134480955,0.15612208070987024
0.0,-1.282976013063066,-1.230327178676024,-0.32046583095349485,3.4272705017619307,-0.15621747329580818,0.11775465511777114,0.21843870432197005,1.8140106937874068
1.0,-1.381292276853039,-1.6813928434494259,-0.6493230844123614,3.06144886688991,4.130394267682108,-0.2998866181972587,-1.93790761031939,-0.14134300744002723
9.0,-0.3311519611172966,0.17120419289235853,0.05866259500863805,-0.5384187136689855,-0.30060990605918303,-0.3090928760617221,0.1878831897420317,-0.034959695468751724
5.0,0.43460141432104965,0.7345266853243013,2.205660587335633,-0.5384059041380822,-0.30062363288043636,0.09658396741932544,-0.03473555934037565,-1.273802292429218
8.0,0.8296616509115805,0.17859905814013885,1.6296367357357078,-0.12987943873544133,-0.2910148580031322,-0.3152212812666415,0.9212155396605511,-1.3825909824717866
9.0,-0.4025589993445818,0.1895174403434285,2.1742411045210916,-0.5384163284314853,-0.30060062672801585,-0.09523999626750793,0.8251839224093164,-0.781720251238343
2.0,1.929886259807101,0.8084532314924081,2.1847142654592724,-1.0098601806619973,-0.30055774413842057,-0.3048698928039296,0.8470092899664152,-1.5041719104389588
3.0,1.0074473001810131,0.4520985039401674,2.551274898295589,-0.5384166528740248,-0.30030132711740903,3.9929479263785144,1.108913700651601,0.5753503224384022
