Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
0.0,-0.12054187673194235,-0.6604553204759942,-0.026319519992612592,0.7248935699003363,0.0024033924170846566,-0.010892315325151598,-0.07363934649084679,-0.13250603236662695
1.0,-0.045730433101757874,0.01084176072669799,-0.06401461123192553,-0.0099936928340761,-0.987084710881523,-0.011354904925512485,-0.05830123310346042,0.12541628786454767
4.0,0.017594466582815396,0.05865008995504137,-0.42992030217791033,-0.09200005037256369,0.14061550297252434,0.0023655797453185573,-0.6644231114397656,-0.5845671386090608
6.0,0.3275722660462678,0.22772525850726474,-0.30699768812230827,-0.0818991496782424,-0.0010472366996472763,-0.06642190751201053,0.7574874853218843,-0.4020973874612227
0.0,-0.09471791256839215,-0.25484016312814967,-0.13449059186377627,0.8044913252273741,0.0008709813556703924,0.11889925916019396,-0.1389300266458464,0.4768140642728132
6.0,0.4603124849743147,-0.026104100441225186,-0.20562656312763955,-0.081760851751336,-0.001048215553220535,-0.08760897543708274,0.8495741218522438,-0.0949276141075084
1.0,0.09552357088240765,0.02914173903240368,-0.3005070749971374,-0.07308099196856158,-0.0009370291407991586,-0.058070229444926395,0.1699949639632138,0.9284984413542896
3.0,0.5882743603941425,0.22885974993777405,-0.0025488671286238345,-0.06037686809829811,-0.0003267008088909536,0.5106507470601567,0.4068717888726693,-0.4142410941098465
2.0,-0.35901000262887295,-0.1554835237474981,-0.24566535081223298,-0.04084087368309053,-0.0008880993873013162,-0.013418258839197447,-0.5105562888960704,0.7239258855576703
0.0,-0.10641778866534397,-0.3223516570679347,-0.04117552259555801,0.8448141436656735,0.3808492019627342,-0.010771588821555645,-0.07285107790858279,-0.1374368259554818
5.0,-0.16040278663449295,-0.3798158621568035,-0.05323197354563988,0.9085869272366996,0.01573169688982302,-0.00784381809048827,0.023988023970196497,0.027614714876624678
0.0,-0.07442789293916924,-0.15897828409733486,0.006903299716668464,0.5909946980745368,0.760047894702812,0.16045133300602812,0.010805283780969555,0.12778817854455965
9.0,-0.2602808026868164,0.1330217578019316,0.9204988287351061,-0.15649041329263721,-0.0007073721311128969,-0.13083839443653922,0.16006983371686678,-0.003199226247016317
5.0,0.09113003452634352,0.14760559158481146,0.8254976051177431,-0.023763772623773095,-0.0003035023424075334,0.4831155852557208,-0.012156350178131188,-0.2331273375547771
8.0,0.2114311727889051,-0.021610458142266573,0.8555538675637683,0.19187422058073883,0.18262311655527752,-0.03521883124311944,0.19263435530020553,-0.33814515644731896
9.0,-0.06036464910836836,-0.01515860665125765,0.9517987409534034,-0.027741779756553148,2.929151421555548e-05,0.19972200795824147,0.15023376391808552,-0.16424619026330997
2.0,0.36043928115751783,0.17631687949421676,0.8522973694984624,-0.10295767016210791,0.0006636677284726248,-0.01599760950796978,0.13770036177697742,-0.2876926156621544
5.0,0.015063167814071758,-0.03249063797421091,0.986462842986911,0.07353135819021031,0.007749184651222889,0.04551472983573837,-0.06310536573320877,0.11869174575014323
2.0,-0.08544437026814447,-0.26109445104030826,0.7482296614555726,0.5502417864801964,0.09128005465836148,-0.010646061817874775,0.06865168211743625,0.2208095489021808
6.0,0.14669799430573405,0.13142462859503518,0.9515532968570836,-0.0677386203437392,-0.00032730279356518575,-0.028405760367329592,0.019278886833667755,-0.22357638111608188
8.0,-0.3019529958258121,-0.37048942366668647,-0.2105929818935739,0.6422342326416156,-0.0006999590482751717,-0.05921425017375391,0.38920361752694405,-0.39970174930938546
8.0,0.015006162042677329,-0.5280120354682984,-0.08027789972245002,0.5153076275846233,0.1534234536969182,0.4988434503390927,0.41905014405894747,-0.03170245959396026
6.0,-0.38292190069523574,-0.01993778507247798,-0.12995379267967538,0.9090007155593569,-0.0006109744298916712,-0.03093905232500383,-0.05619257986475826,-0.0754175662211122
5.0,0.26700870469849325,-0.6223466154784023,-0.17725767878367604,-0.026043155545705132,0.000236781514357052,-0.03681476241658177,0.4182102990153898,0.5770938174850248
3.0,0.04191222321804411,-0.27865563782804187,-0.2171893653317996,-0.06962823566687582,-0.0009252313458295622,-0.08636985079537739,0.3771279099119314,0.8478732345240386
4.0,-0.2734000670125601,-0.5945767632196223,-0.17045670979309843,0.5585372087804193,0.16963456898596554,-0.026446334679631506,0.3600779487556429,-0.26754466486547923
6.0,-0.2318400687570308,-0.5425302798416219,-0.09723411711637422,0.02853417371728751,0.7641107611702633,-0.02545785421710464,0.238396346507895,0.01721132379355844
6.0,-0.1741952314883518,-0.5724843160575969,0.11843907042392691,0.7765031649727863,0.015287724149765468,0.03145610077652298,-0.009203718917929189,-0.15370374540486836
6.0,0.3169457915511781,0.24791131243222836,0.7287428190096953,-0.06200128988591014,0.22672682444039827,-0.06297436098707809,0.4849470077053864,0.11238623952889865
5.0,-0.3107474410503516,-0.8463748825841086,-0.18408908999411094,0.35580675330727496,0.156241458602653,-0.03587649734646463,-0.016341618685037564,0.025155164640449066
6.0,0.2462258992727381,-0.0371717632876108,-0.12757167555031554,0.0704881554292991,0.0007362028998275796,0.89206128785821,0.33783715293586775,0.08270507172544181
3.0,0.8280450939340674,0.3665432360461075,0.26094369630840103,-0.027219475008142962,0.0011748652150830095,0.03264331419422781,0.16487335366899628,0.28793172287512897
2.0,-0.011881717194923865,0.027326506865532427,0.00386947129471401,-0.008139607303112027,-0.9908432707304723,0.0708669026333405,-0.03765702852626101,-0.1040206900849403
4.0,0.03272181694839938,-0.3619808616078964,-0.11764146286019239,-0.027041103953785787,-0.00034545646276808954,0.913540211581468,0.03250592659441941,0.13310120457017777
7.0,0.5187827224860816,0.20714498083097324,-0.2358377058534345,0.023234803862495483,0.0018764044684114667,0.7936078257384253,0.04448762256394502,-0.00033708357048510687
3.0,-0.36295166824125863,-0.597851375491411,-0.18923771971458153,0.11814816505042407,-0.0005416762933966838,-0.02542677690308714,-0.4900758328758301,-0.4693067009009497
7.0,0.2385007272613634,0.4733582839087475,-0.5589777559772705,-0.1655114504223974,0.14806120452644161,-0.1404748834857279,0.4483213633053792,-0.36952917108167826
2.0,0.9198542313920703,0.29680751747226414,-0.10285481262124227,-0.13763385787079294,0.10471343471619439,-0.1229188388024832,0.09957346215135292,-0.016201251275323594
4.0,0.8142631955254189,0.4580292136484277,0.23143698173617977,-0.04933762166813425,0.0055232924070583115,-0.04458591535102235,-0.07124569243895193,-0.2531660544632858
3.0,0.7505982750167364,0.25071385633744925,0.30654941041753403,0.19764211312396848,0.4094753900332023,-0.11218728641570214,0.11117821109165672,0.21930154805006807
5.0,0.3285965645564035,0.3991350972863953,0.7860909026533933,0.08781750631498748,-0.0011927872034979334,-0.09875966978112041,-0.3119451109019308,-5.379491540797448e-05
5.0,0.36301236278830595,0.2851709020496387,-0.1611560582224808,-0.071995464699915,0.0005835254411551447,-0.08395639055176776,0.6389116217121824,0.5835133954525553
6.0,0.1097434746076394,0.25016626578794116,0.8289290740569226,-0.11369762840937679,0.06495134896863414,-0.10675850193949214,-0.34891465938214844,-0.2965892002737208
5.0,0.13713174923843277,0.22264927286879344,0.12361664864878477,-0.030735632768764926,0.8282585745627452,-0.044545551615245975,-0.012018950440133522,-0.4767131234000719
2.0,-0.08931332366505,-0.38560000261464694,0.046349526362948756,0.7228338737165557,0.5466589175668622,-0.00564367145862702,-0.03965797267528484,0.13512254672598029
3.0,-0.3136710055222591,-0.4246724580000971,-0.19439289925536987,0.7310837381877686,-0.0006124622059903466,0.3576270607006731,-0.12842853668565432,0.06782620066556369
9.0,-0.4344422336922092,-0.7787575221178199,0.2160261507742903,-0.04826564699214215,0.21918916891670703,-0.05633248400259406,0.3006305913109421,-0.11917971251536279
7.0,0.4654088150578076,0.12411620340368545,0.21944766249955258,-0.023112542997354855,0.003098608770267965,0.8200520795976474,0.21209135226229045,0.04266825946339883
7.0,-0.014834711765026274,-0.7195505298491257,-0.08859427852143921,-0.010166711806926314,0.056939230372831454,0.5079868637418804,0.4612111955731129,0.00813397155448821
0.0,0.48464879739211203,0.3307762376357596,0.2967444734843216,-0.03202970357412408,0.23221764180988938,-0.022615105635583204,-0.1532983528405145,0.6990583510645647
2.0,0.054660146631780974,-0.007044989246135777,-0.2038288595926636,-0.08774348792510997,0.0005097706392212138,0.9346611260974615,-0.22076898279464927,0.15933263492624627
7.0,-0.22661211299047626,-0.8180982671033362,-0.28082479452679,-0.06981319662546784,0.09333076060355365,0.16715229677551288,0.2304003404604799,0.32540880425698054
7.0,0.7136752354520056,0.5240558225762584,0.39178462437547845,-0.051749842557105505,0.011154707600262471,0.09446336086984677,0.19149341407931592,0.11892196323849907
6.0,0.04329711250365695,-0.41743336889439814,-0.03752941591610723,0.17675367875239376,0.09476071358206627,0.827175871013229,0.31305369774237496,-0.0047212790173349305
7.0,0.24924234209608231,-0.03881204010187269,-0.08637185195391425,-0.021929938367416368,0.07996000975430742,0.9467740076627231,0.1556110299313604,-0.037966354327229695
5.0,0.37569048178670733,0.0007099166099585095,-0.09982751810131273,0.02929983560065047,0.8228616994141514,0.10422890885628712,0.39648172793761627,0.05356623735404712
7.0,0.0982955874733874,0.03624004905057134,0.16297548683928334,-0.02520523561294148,-0.8928052096324616,0.2873367792526955,0.2791942640239849,0.06492548800893204
8.0,0.2147920945020902,0.10025228962106791,-0.20237226176840387,-0.008703046209395564,-0.0008161309585193149,0.553732683567557,0.7595374309699755,-0.13880165436123781
8.0,0.05521786792192312,0.06588931583837072,-0.14581666009919617,0.031116156512026212,0.8941470830851528,0.3649435457078125,0.1558757010982053,0.11575335686540131
5.0,-0.12499936288667862,-0.439440741602096,-0.027399394818430067,0.12032683410551788,0.876291990232816,-0.008550123072466968,-0.03859702259927192,-0.08116177149113235
0.0,-0.22566299902984915,-0.6142091377249163,-0.03617111860792767,0.5145524873297153,0.1081662320729697,0.009201904895380131,0.06402555246792713,0.5383928433608056
2.0,-0.20391865089229516,-0.4663012913063101,-0.10130132975207515,0.7629485774087303,0.07764817351979407,0.0011647441267418276,-0.2260451810912298,-0.3024909568737257
6.0,-0.2500187600416933,-0.8821787002878407,-0.10168868482899807,0.3155283510961774,0.009246709309270181,0.018055842140014614,-0.008951696872298865,-0.22104520685284662
4.0,-0.12765769758578177,-0.5048521654915095,-0.03495838070484337,0.8480327673056485,0.07785112107662044,-0.008589839678967455,-0.04676050374558785,-0.011180936048091875
2.0,-0.10545679495979923,-0.37587388132550786,-0.09111350333855221,-0.014578435175126648,-0.00038275456537762055,0.8103110351224826,0.336373244815483,0.26331047928501045
4.0,-0.26230054614807236,-0.5345520981118367,-0.2013813519278945,0.1522189607223776,0.42314064904801646,-0.028645336113652747,0.39858204049443624,-0.4929413857898319
5.0,-0.1312810420984902,-0.10411495216166917,0.043076694978416576,0.6121283340994789,0.7303948201260709,-0.024111935357639926,0.13158462270967705,-0.20975264965407753
4.0,-0.3459773246589446,-0.6221837967176125,-0.13806256845473455,0.3568406456518213,0.0005668127014082858,0.010612403595674886,0.03266608418767207,-0.5878864493110016
0.0,-0.12743916812788003,-0.2147204496277194,0.06883224618229711,0.014333574442607622,0.9313018684391986,-0.0029814029480620522,-0.21571210141607683,0.13728542474902758
3.0,0.07488097497338972,-0.08301521626216216,-0.09794421649409138,-0.027112862866131328,-0.0006045787059288487,0.7679493613306914,0.5982660663795426,0.17176805091070418
4.0,-0.10796161824760603,-0.5484997067468929,-0.18080134034171005,0.10372044947226834,0.004326175017916434,0.5945209926354742,0.07806180300637652,-0.5333645402655495
1.0,-0.5181909681078721,-0.31384924861697094,-0.2694354440791502,0.22039338750541754,0.22216644131227586,-0.06198155385798608,-0.5647265067854847,0.3737544619153057
8.0,-0.10482289860131065,-0.35357189510660475,0.13283591430428157,-0.01180843619851503,-0.000151044182494758,0.91500727420616,-0.010320345440985706,-0.09417755268895842
